序号,中文名称,英文名称,学名
3130,绿尖嘴蜂鸟,Olivaceous Thornbill,Chalcostigma olivaceum
3131,蓝背尖嘴蜂鸟,Blue-mantled Thornbill,Chalcostigma stanleyi
3132,铜尾尖嘴蜂鸟,Bronze-tailed Thornbill,Chalcostigma heteropogon
3133,彩须尖嘴蜂鸟,Rainbow-bearded Thornbill,Chalcostigma herrani
3134,反嘴蜂鸟,Mountain Avocetbill,Opisthoprora euryptera
3135,灰嘴慧星蜂鸟,Grey-bellied Comet,Taphrolesbia griseiventris
3136,长尾蜂鸟,Long-tailed Sylph,Aglaiocercus kingii
3137,南美长尾蜂鸟,Venezuelan Sylph,Aglaiocercus berlepschi
3138,紫长尾蜂鸟,Violet-tailed Sylph,Aglaiocercus coelestis
3139,紫蓝妆脸蜂鸟,Hyacinth Visorbearer,Augastes scutatus
3140,妆脸蜂鸟,Hooded Visorbearer,Augastes lumachella
3141,楔嘴蜂鸟,Geoffroy's Daggerbill,Schistes geoffroyi
3142,西楔嘴蜂鸟,White-throated Daggerbill,Schistes albogularis
3143,紫冠仙蜂鸟,Purple-crowned Fairy,Heliothryx barroti
3144,黑耳仙蜂鸟,Black-eared Fairy,Heliothryx auritus
3145,角蜂鸟,Horned Sungem,Heliactin bilophus
3146,叉扇尾蜂鸟,Marvelous Spatuletail,Loddigesia mirabilis
3147,纯顶星喉蜂鸟,Plain-capped Starthroat,Heliomaster constantii
3148,长嘴星喉蜂鸟,Long-billed Starthroat,Heliomaster longirostris
3149,纹胸星喉蜂鸟,Stripe-breasted Starthroat,Heliomaster squamosus
3150,蓝角星喉蜂鸟,Blue-tufted Starthroat,Heliomaster furcifer
3151,绿洲蜂鸟,Oasis Hummingbird,Rhodopis vesper
3152,矛尾蜂鸟,Peruvian Sheartail,Thaumastura cora
3153,火尾蜂鸟,Sparkling-tailed Woodstar,Tilmatura dupontii
3154,细剪尾蜂鸟,Slender Sheartail,Doricha enicura
3155,墨西哥剪尾蜂鸟,Mexican Sheartail,Doricha eliza
3156,紫辉林星蜂鸟,Amethyst Woodstar,Calliphlox amethystina
3157,巴哈马林星蜂鸟,Bahama Woodstar,Nesophlox evelynae
3158,易那圭林星蜂鸟,Inagua Woodstar,Nesophlox lyrura
3159,红喉林星蜂鸟,Magenta-throated Woodstar,Calliphlox bryantae
3160,紫喉林星蜂鸟,Purple-throated Woodstar,Calliphlox mitchellii
3161,细尾林星蜂鸟,Slender-tailed Woodstar,Microstilbon burmeisteri
3162,瑰丽蜂鸟,Lucifer Sheartail,Calothorax lucifer
3163,华丽蜂鸟,Beautiful Sheartail,Calothorax pulcher
3164,小吸蜜蜂鸟,Vervain Hummingbird,Mellisuga minima
3165,吸蜜蜂鸟,Bee Hummingbird,Mellisuga helenae
3166,红喉北蜂鸟,Ruby-throated Hummingbird,Archilochus colubris
3167,黑颏北蜂鸟,Black-chinned Hummingbird,Archilochus alexandri
3168,安氏蜂鸟,Anna's Hummingbird,Calypte anna
3169,科氏蜂鸟,Costa's Hummingbird,Calypte costae
3170,大瑰喉蜂鸟,Bumblebee Hummingbird,Selasphorus heloisa
3171,瑰喉蜂鸟,Wine-throated Hummingbird,Selasphorus ellioti
3172,紫领蜂鸟,Purple-collared Woodstar,Myrtis fanny
3173,智利蜂鸟,Chilean Woodstar,Eulidia yarrellii
3174,短尾蜂鸟,Short-tailed Woodstar,Myrmia micrura
3175,白腹林蜂鸟,White-bellied Woodstar,Chaetocercus mulsant
3176,小林蜂鸟,Little Woodstar,Chaetocercus bombus
3177,粉髯林蜂鸟,Gorgeted Woodstar,Chaetocercus heliodor
3178,圣马林蜂鸟,Santa Marta Woodstar,Chaetocercus astreans
3179,埃斯林蜂鸟,Esmeraldas Woodstar,Chaetocercus berlepschi
3180,棕尾林蜂鸟,Rufous-shafted Woodstar,Chaetocercus jourdanii
3181,宽尾煌蜂鸟,Broad-tailed Hummingbird,Selasphorus platycercus
3182,棕煌蜂鸟,Rufous Hummingbird,Selasphorus rufus
3183,艾氏煌蜂鸟,Allen's Hummingbird,Selasphorus sasin
3184,粉喉煌蜂鸟,Volcano Hummingbird,Selasphorus flammula
3185,辉喉煌蜂鸟,Glow-throated Hummingbird,Selasphorus ardens
3186,辉煌蜂鸟,Scintillant Hummingbird,Selasphorus scintilla
3187,星蜂鸟,Calliope Hummingbird,Selasphorus calliope
3188,斑鼠鸟,Speckled Mousebird,Colius striatus
3189,白头鼠鸟,White-headed Mousebird,Colius leucocephalus
3190,红背鼠鸟,Red-backed Mousebird,Colius castanotus
3191,白背鼠鸟,White-backed Mousebird,Colius colius
3192,蓝枕鼠鸟,Blue-naped Mousebird,Urocolius macrourus
3193,红脸鼠鸟,Red-faced Mousebird,Urocolius indicus
3194,角咬鹃,Eared Quetzal,Euptilotis neoxenus
3195,五彩绿咬鹃,Pavonine Quetzal,Pharomachrus pavoninus
3196,金头绿咬鹃,Golden-headed Quetzal,Pharomachrus auriceps
3197,白尾梢绿咬鹃,White-tipped Quetzal,Pharomachrus fulgidus
3198,凤尾绿咬鹃,Resplendent Quetzal,Pharomachrus mocinno
3199,凤头绿咬鹃,Crested Quetzal,Pharomachrus antisianus
3200,古巴咬鹃,Cuban Trogon,Priotelus temnurus
3201,伊岛咬鹃,Hispaniolan Trogon,Priotelus roseigaster
3202,花尾美洲咬鹃,Lattice-tailed Trogon,Trogon clathratus
3203,灰尾美洲咬鹃,Slaty-tailed Trogon,Trogon massena
3204,白眼美洲咬鹃,Choco Trogon,Trogon comptus
3205,厄瓜多尔美洲咬鹃,Ecuadorian Trogon,Trogon mesurus
3206,黑尾美洲咬鹃,Black-tailed Trogon,Trogon melanurus
3207,黑头美洲咬鹃,Black-headed Trogon,Trogon melanocephalus
3208,黄纹美洲咬鹃,Citreoline Trogon,Trogon citreolus
3209,白尾美洲咬鹃,White-tailed Trogon,Trogon chionurus
3210,拜氏美洲咬鹃,Baird's Trogon,Trogon bairdii
3211,绿背美洲咬鹃,Green-backed Trogon,Trogon viridis
3212,斑尾美洲咬鹃,Gartered Trogon,Trogon caligatus
3213,亚马逊美洲咬鹃,Amazonian Trogon,Trogon ramonianus
3214,紫头美洲咬鹃,Guianan Trogon,Trogon violaceus
3215,蓝顶美洲咬鹃,Blue-crowned Trogon,Trogon curucui
3216,苏鲁美洲咬鹃,Surucua Trogon,Trogon surrucura
3217,黑喉美洲咬鹃,Black-throated Trogon,Trogon rufus
3218,铜尾美洲咬鹃,Elegant Trogon,Trogon elegans
3219,高山美洲咬鹃,Mountain Trogon,Trogon mexicanus
3220,白领美洲咬鹃,Collared Trogon,Trogon collaris
3221,美洲咬鹃,Masked Trogon,Trogon personatus
3222,绿颊咬鹃,Narina Trogon,Apaloderma narina
3223,黄颊咬鹃,Bare-cheeked Trogon,Apaloderma aequatoriale
3224,斑尾咬鹃,Bar-tailed Trogon,Apaloderma vittatum
3225,蓝尾咬鹃,Javan Trogon,Apalharpactes reinwardtii
3226,苏门答腊咬鹃,Sumatran Trogon,Apalharpactes mackloti
3227,黑头咬鹃,Malabar Trogon,Harpactes fasciatus
3228,红枕咬鹃,Red-naped Trogon,Harpactes kasumba
3229,紫顶咬鹃,Diard's Trogon,Harpactes diardii
3230,粉胸咬鹃,Philippine Trogon,Harpactes ardens
3231,灰胸咬鹃,Whitehead's Trogon,Harpactes whiteheadi
3232,橙腰咬鹃,Cinnamon-rumped Trogon,Harpactes orrhophaeus
3233,红腰咬鹃,Scarlet-rumped Trogon,Harpactes duvaucelii
3234,橙胸咬鹃,Orange-breasted Trogon,Harpactes oreskios
3235,红头咬鹃,Red-headed Trogon,Harpactes erythrocephalus
3236,红腹咬鹃,Ward's Trogon,Harpactes wardi
3237,鹃三宝鸟,Cuckoo Roller,Leptosomus discolor
3238,棕顶佛法僧,Purple Roller,Coracias naevius
3239,南亚佛法僧,Indian Roller,Coracias benghalensis
3240,紫翅佛法僧,Purple-winged Roller,Coracias temminckii
3241,扇尾佛法僧,Racket-tailed Roller,Coracias spatulatus
3242,燕尾佛法僧,Lilac-breasted Roller,Coracias caudatus
3243,蓝头佛法僧,Abyssinian Roller,Coracias abyssinicus
3244,蓝胸佛法僧,European Roller,Coracias garrulus
3245,蓝腹佛法僧,Blue-bellied Roller,Coracias cyanogaster
3246,蓝喉三宝鸟,Blue-throated Roller,Eurystomus gularis
3247,阔嘴三宝鸟,Broad-billed Roller,Eurystomus glaucurus
3248,三宝鸟,Oriental Dollarbird,Eurystomus orientalis
3249,翠蓝三宝鸟,Azure Dollarbird,Eurystomus azureus
3250,短腿地三宝鸟,Short-legged Ground Roller,Brachypteracias leptosomus
3251,鳞斑地三宝鸟,Scaly Ground Roller,Geobiastes squamiger
3252,地三宝鸟,Pitta-like Ground Roller,Atelornis pittoides
3253,栗头地三宝鸟,Rufous-headed Ground Roller,Atelornis crossleyi
3254,长尾地三宝鸟,Long-tailed Ground Roller,Uratelornis chimaera
3255,绿背翡翠,Green-backed Kingfisher,Actenoides monachus
3256,斑头翡翠,Scaly-breasted Kingfisher,Actenoides princeps
3257,须翡翠,Moustached Kingfisher,Actenoides bougainvillei
3258,斑林翡翠,Spotted Wood Kingfisher,Actenoides lindsayi
3259,蓝顶翡翠,Hombron's Kingfisher,Actenoides hombroni
3260,栗领翡翠,Rufous-collared Kingfisher,Actenoides concretus
3261,钩嘴翠鸟,Hook-billed Kingfisher,Melidora macrorrhina
3262,横斑翠鸟,Banded Kingfisher,Lacedo pulchella
3263,普通仙翡翠,Common Paradise Kingfisher,Tanysiptera galatea
3264,黑翅仙翡翠,Kofiau Paradise Kingfisher,Tanysiptera ellioti
3265,比岛仙翡翠,Biak Paradise Kingfisher,Tanysiptera riedelii
3266,蓝仙翡翠,Numfor Paradise Kingfisher,Tanysiptera carolinae
3267,阿鲁仙翡翠,Little Paradise Kingfisher,Tanysiptera hydrocharis
3268,白尾仙翡翠,Buff-breasted Paradise Kingfisher,Tanysiptera sylvia
3269,黑冠仙翡翠,Black-capped Paradise Kingfisher,Tanysiptera nigriceps
3270,粉胸仙翡翠,Red-breasted Paradise Kingfisher,Tanysiptera nympha
3271,褐背仙翡翠,Brown-headed Paradise Kingfisher,Tanysiptera danae
3272,苏拉蓝耳翠鸟,Lilac Kingfisher,Cittura cyanotis
3273,铲嘴翠鸟,Shovel-billed Kookaburra,Clytoceyx rex
3274,笑翠鸟,Laughing Kookaburra,Dacelo novaeguineae
3275,蓝翅笑翠鸟,Blue-winged Kookaburra,Dacelo leachii
3276,披肩笑翠鸟,Spangled Kookaburra,Dacelo tyro
3277,棕腹笑翠鸟,Rufous-bellied Kookaburra,Dacelo gaudichaud
3278,白腰翡翠,Glittering Kingfisher,Caridonax fulgidus
3279,鹳嘴翡翠,Stork-billed Kingfisher,Pelargopsis capensis
3280,大嘴翡翠,Great-billed Kingfisher,Pelargopsis melanorhyncha
3281,褐翅翡翠,Brown-winged Kingfisher,Pelargopsis amauroptera
3282,赤翡翠,Ruddy Kingfisher,Halcyon coromanda
3283,白胸翡翠,White-throated Kingfisher,Halcyon smyrnensis
3284,爪哇翡翠,Javan Kingfisher,Halcyon cyanoventris
3285,栗背翡翠,Chocolate-backed Kingfisher,Halcyon badia
3286,蓝翡翠,Black-capped Kingfisher,Halcyon pileata
3287,灰头翡翠,Grey-headed Kingfisher,Halcyon leucocephala
3288,褐头翡翠,Brown-hooded Kingfisher,Halcyon albiventris
3289,斑纹翡翠,Striped Kingfisher,Halcyon chelicuti
3290,蓝胸翡翠,Blue-breasted Kingfisher,Halcyon malimbica
3291,林地翡翠,Woodland Kingfisher,Halcyon senegalensis
3292,红林翡翠,Mangrove Kingfisher,Halcyon senegaloides
3293,蓝黑翡翠,Blue-black Kingfisher,Todiramphus nigrocyaneus
3294,菲律宾翡翠,Winchell's Kingfisher,Todiramphus winchelli
3295,摩鹿加翡翠,Blue-and-white Kingfisher,Todiramphus diops
3296,南摩鹿加翡翠,Lazuli Kingfisher,Todiramphus lazuli
3297,林翡翠,Forest Kingfisher,Todiramphus macleayii
3298,白背翡翠,White-mantled Kingfisher,Todiramphus albonotatus
3299,深蓝翡翠,Ultramarine Kingfisher,Todiramphus leucopygius
3300,栗腹翡翠,Vanuatu Kingfisher,Todiramphus farquhari
3301,淡黑翡翠,Sombre Kingfisher,Todiramphus funebris
3302,白领翡翠,Collared Kingfisher,Todiramphus chloris
3303,托列斯翡翠,Torresian Kingfisher,Todiramphus sordidus
3304,小岛翡翠,Islet Kingfisher,Todiramphus colonus
3305,马里亚纳翡翠,Mariana Kingfisher,Todiramphus albicilla
3306,美岛翡翠,Melanesian Kingfisher,Todiramphus tristrami
3307,太平洋翡翠,Pacific Kingfisher,Todiramphus sacer
3308,暗色翡翠,Talaud Kingfisher,Todiramphus enigma
3309,桂红翡翠,Guam Kingfisher,Todiramphus cinnamominus
3310,锈顶翡翠,Rusty-capped Kingfisher,Todiramphus pelewensis
3311,波纳佩翡翠,Pohnpei Kingfisher,Todiramphus reichenbachii
3312,白头翡翠,Beach Kingfisher,Todiramphus saurophagus
3313,白眉翡翠,Sacred Kingfisher,Todiramphus sanctus
3314,扁嘴翡翠,Flat-billed Kingfisher,Todiramphus recurvirostris
3315,冠翡翠,Cinnamon-banded Kingfisher,Todiramphus australasia
3316,博拉翡翠,Chattering Kingfisher,Todiramphus tutus
3317,库克岛翡翠,Mewing Kingfisher,Todiramphus ruficollaris
3318,社会岛翡翠,Society Kingfisher,Todiramphus veneratus
3319,土岛翡翠,Mangareva Kingfisher,Todiramphus gambieri
3320,尼澳岛翡翠,Niau Kingfisher,Todiramphus gertrudae
3321,马克岛翡翠,Marquesan Kingfisher,Todiramphus godeffroyi
3322,红背翡翠,Red-backed Kingfisher,Todiramphus pyrrhopygius
3323,黄嘴翡翠,Yellow-billed Kingfisher,Syma torotoro
3324,山黄嘴翡翠,Mountain Kingfisher,Syma megarhyncha
3325,红头小翠鸟,African Dwarf Kingfisher,Ispidina lecontei
3326,粉颊小翠鸟,African Pygmy Kingfisher,Ispidina picta
3327,马岛小翠鸟,Madagascan Pygmy Kingfisher,Corythornis madagascariensis
3328,白腹翠鸟,White-bellied Kingfisher,Corythornis leucogaster
3329,冠翠鸟,Malachite Kingfisher,Corythornis cristatus
3330,马岛翠鸟,Malagasy Kingfisher,Corythornis vintsioides
3331,小蓝翠鸟,Cerulean Kingfisher,Alcedo coerulescens
3332,蓝带翠鸟,Blue-banded Kingfisher,Alcedo euryzona
3333,闪蓝翠鸟,Shining-blue Kingfisher,Alcedo quadribrachys
3334,蓝耳翠鸟,Blue-eared Kingfisher,Alcedo meninting
3335,普通翠鸟,Common Kingfisher,Alcedo atthis
3336,半领翠鸟,Half-collared Kingfisher,Alcedo semitorquata
3337,斑头大翠鸟,Blyth's Kingfisher,Alcedo hercules
3338,三趾翠鸟,Oriental Dwarf Kingfisher,Ceyx erithaca
3339,菲律宾三趾翠鸟,Philippine Dwarf Kingfisher,Ceyx melanurus
3340,小三趾翠鸟,Sulawesi Dwarf Kingfisher,Ceyx fallax
3341,矮三趾翠鸟,Moluccan Dwarf Kingfisher,Ceyx lepidus
3342,迪莫菲克三趾翠鸟,Dimorphic Dwarf Kingfisher,Ceyx margarethae
3343,苏拉三趾翠鸟,Sula Dwarf Kingfisher,Ceyx wallacii
3344,布鲁三趾翠鸟,Buru Dwarf Kingfisher,Ceyx cajeli
3345,巴布亚三趾翠鸟,Papuan Dwarf Kingfisher,Ceyx solitarius
3346,马努斯三趾翠鸟,Manus Dwarf Kingfisher,Ceyx dispar
3347,新爱尔兰三趾翠鸟,New Ireland Dwarf Kingfisher,Ceyx mulcatus
3348,新不列颠三趾翠鸟,New Britain Dwarf Kingfisher,Ceyx sacerdotis
3349,北所罗门三趾翠鸟,North Solomons Dwarf Kingfisher,Ceyx meeki
3350,新乔治亚三趾翠鸟,New Georgia Dwarf Kingfisher,Ceyx collectoris
3351,马莱三趾翠鸟,Malaita Dwarf Kingfisher,Ceyx malaitae
3352,瓜岛三趾翠鸟,Guadalcanal Dwarf Kingfisher,Ceyx nigromaxilla
3353,马基拉三趾翠鸟,Makira Dwarf Kingfisher,Ceyx gentianus
3354,蓝胸翠鸟,Indigo-banded Kingfisher,Ceyx cyanopectus
3355,银翠鸟,Southern Silvery Kingfisher,Ceyx argentatus
3356,北方银色三趾翠鸟,Northern Silvery Kingfisher,Ceyx flumenicola
3357,蓝翠鸟,Azure Kingfisher,Ceyx azureus
3358,俾岛翠鸟,Bismarck Kingfisher,Ceyx websteri
3359,小翠鸟,Little Kingfisher,Ceyx pusillus
3360,侏绿鱼狗,American Pygmy Kingfisher,Chloroceryle aenea
3361,棕腹绿鱼狗,Green-and-rufous Kingfisher,Chloroceryle inda
3362,绿鱼狗,Green Kingfisher,Chloroceryle americana
3363,亚马孙绿鱼狗,Amazon Kingfisher,Chloroceryle amazona
3364,冠鱼狗,Crested Kingfisher,Megaceryle lugubris
3365,大鱼狗,Giant Kingfisher,Megaceryle maxima
3366,棕腹鱼狗,Ringed Kingfisher,Megaceryle torquata
3367,带鱼狗,Belted Kingfisher,Megaceryle alcyon
3368,斑鱼狗,Pied Kingfisher,Ceryle rudis
3369,杂色短尾鴗,Cuban Tody,Todus multicolor
3370,阔嘴短尾鴗,Broad-billed Tody,Todus subulatus
3371,狭嘴短尾鴗,Narrow-billed Tody,Todus angustirostris
3372,短尾鴗,Jamaican Tody,Todus todus
3373,波多黎各短尾鴗,Puerto Rican Tody,Todus mexicanus
3374,短尾翠鴗,Tody Motmot,Hylomanes momotula
3375,蓝喉翠鴗,Blue-throated Motmot,Aspatha gularis
3376,锈顶翠鴗,Russet-crowned Motmot,Momotus mexicanus
3377,蓝顶翠鴗,Blue-capped Motmot,Momotus coeruliceps
3378,雷氏翠鴗,Lesson's Motmot,Momotus lessonii
3379,咳声翠鴗,Whooping Motmot,Momotus subrufescens
3380,特岛翠鴗,Trinidad Motmot,Momotus bahamensis
3381,亚马逊翠鴗,Amazonian Motmot,Momotus momota
3382,高原翠鴗,Andean Motmot,Momotus aequatorialis
3383,棕翠鴗,Rufous Motmot,Baryphthengus martii
3384,棕顶翠鴗,Rufous-capped Motmot,Baryphthengus ruficapillus
3385,隆嘴翠鴗,Keel-billed Motmot,Electron carinatum
3386,阔嘴翠鴗,Broad-billed Motmot,Electron platyrhynchum
3387,绿眉翠鴗,Turquoise-browed Motmot,Eumomota superciliosa
3388,赤须夜蜂虎,Red-bearded Bee-eater,Nyctyornis amictus
3389,蓝须夜蜂虎,Blue-bearded Bee-eater,Nyctyornis athertoni
3390,须蜂虎,Purple-bearded Bee-eater,Meropogon forsteni
3391,黑头蜂虎,Black-headed Bee-eater,Merops breweri
3392,蓝头蜂虎,Blue-headed Bee-eater,Merops muelleri
3393,蓝须蜂虎,Blue-moustached Bee-eater,Merops mentalis
3394,黑蜂虎,Black Bee-eater,Merops gularis
3395,燕尾蜂虎,Swallow-tailed Bee-eater,Merops hirundineus
3396,小蜂虎,Little Bee-eater,Merops pusillus
3397,蓝胸蜂虎,Blue-breasted Bee-eater,Merops variegatus
3398,桂胸蜂虎,Cinnamon-chested Bee-eater,Merops oreobates
3399,赤喉蜂虎,Red-throated Bee-eater,Merops bulocki
3400,白额蜂虎,White-fronted Bee-eater,Merops bullockoides
3401,索马里蜂虎,Somali Bee-eater,Merops revoilii
3402,白喉蜂虎,White-throated Bee-eater,Merops albicollis
3403,蓝领蜂虎,Böhm's Bee-eater,Merops boehmi
3404,绿喉蜂虎,Green Bee-eater,Merops orientalis
3405,蓝颊蜂虎,Blue-cheeked Bee-eater,Merops persicus
3406,马岛蜂虎,Olive Bee-eater,Merops superciliosus
3407,栗喉蜂虎,Blue-tailed Bee-eater,Merops philippinus
3408,彩虹蜂虎,Rainbow Bee-eater,Merops ornatus
3409,蓝喉蜂虎,Blue-throated Bee-eater,Merops viridis
3410,栗头蜂虎,Chestnut-headed Bee-eater,Merops leschenaulti
3411,黄喉蜂虎,European Bee-eater,Merops apiaster
3412,粉蜂虎,Rosy Bee-eater,Merops malimbicus
3413,红蜂虎,Northern Carmine Bee-eater,Merops nubicus
3414,南红蜂虎,Southern Carmine Bee-eater,Merops nubicoides
3415,戴胜,Eurasian Hoopoe,Upupa epops
3416,非洲戴胜,African Hoopoe,Upupa africana
3417,马岛戴胜,Madagascan Hoopoe,Upupa marginata
3418,圣赫勒拿岛戴胜,St. Helena Hoopoe,Upupa antaios
3419,栗头林戴胜,Forest Wood Hoopoe,Phoeniculus castaneiceps
3420,白头林戴胜,White-headed Wood Hoopoe,Phoeniculus bollei
3421,绿林戴胜,Green Wood Hoopoe,Phoeniculus purpureus
3422,黑嘴林戴胜,Black-billed Wood Hoopoe,Phoeniculus somaliensis
3423,紫林戴胜,Violet Wood Hoopoe,Phoeniculus damarensis
3424,格氏林戴胜,Grant's Wood Hoopoe,Phoeniculus granti
3425,黑弯嘴戴胜,Black Scimitarbill,Rhinopomastus aterrimus
3426,弯嘴戴胜,Common Scimitarbill,Rhinopomastus cyanomelas
3427,小弯嘴戴胜,Abyssinian Scimitarbill,Rhinopomastus minor
3428,地犀鸟,Abyssinian Ground Hornbill,Bucorvus abyssinicus
3429,红脸地犀鸟,Southern Ground Hornbill,Bucorvus leadbeateri
3430,坦桑尼亚红嘴犀鸟,Tanzanian Red-billed Hornbill,Tockus ruahae
3431,西红嘴犀鸟,Western Red-billed Hornbill,Tockus kempi
3432,达马拉红嘴犀鸟,Damara Red-billed Hornbill,Tockus damarensis
3433,南红嘴犀鸟,Southern Red-billed Hornbill,Tockus rufirostris
3434,红嘴弯嘴犀鸟,Northern Red-billed Hornbill,Tockus erythrorhynchus
3435,蒙氏弯嘴犀鸟,Monteiro's Hornbill,Tockus monteiri
3436,斑嘴弯嘴犀鸟,Von der Decken's Hornbill,Tockus deckeni
3437,杰氏弯嘴犀鸟,Jackson's Hornbill,Tockus jacksoni
3438,南黄弯嘴犀鸟,Southern Yellow-billed Hornbill,Tockus leucomelas
3439,黄弯嘴犀鸟,Eastern Yellow-billed Hornbill,Tockus flavirostris
3440,南非弯嘴犀鸟,Bradfield's Hornbill,Lophoceros bradfieldi
3441,冕弯嘴犀鸟,Crowned Hornbill,Lophoceros alboterminatus
3442,斑尾弯嘴犀鸟,African Pied Hornbill,Lophoceros fasciatus
3443,亨氏弯嘴犀鸟,Hemprich's Hornbill,Lophoceros hemprichii
3444,黑嘴弯嘴犀鸟,African Grey Hornbill,Lophoceros nasutus
3445,红弯嘴犀鸟,Red-billed Dwarf Hornbill,Lophoceros camurus
3446,灰嘴弯嘴犀鸟,Pale-billed Hornbill,Lophoceros pallidirostris
3447,笛声噪犀鸟,Piping Hornbill,Bycanistes fistulator
3448,噪犀鸟,Trumpeter Hornbill,Bycanistes bucinator
3449,褐颊噪犀鸟,Brown-cheeked Hornbill,Bycanistes cylindricus
3450,白腿噪犀鸟,White-thighed Hornbill,Bycanistes albotibialis
3451,黑白噪犀鸟,Black-and-white-casqued Hornbill,Bycanistes subcylindricus
3452,银颊噪犀鸟,Silvery-cheeked Hornbill,Bycanistes brevis
3453,黑盔噪犀鸟,Black-casqued Hornbill,Ceratogymna atrata
3454,黄盔噪犀鸟,Yellow-casqued Hornbill,Ceratogymna elata
3455,黑弯嘴犀鸟,Black Dwarf Hornbill,Horizocerus hartlaubi
3456,白冠弯嘴犀鸟,White-crested Hornbill,Horizocerus albocristatus
3457,白冠犀鸟,White-crowned Hornbill,Berenicornis comatus
3458,马来犀鸟,Rhinoceros Hornbill,Buceros rhinoceros
3459,双角犀鸟,Great Hornbill,Buceros bicornis
3460,棕犀鸟,Rufous Hornbill,Buceros hydrocorax
3461,盔犀鸟,Helmeted Hornbill,Rhinoplax vigil
3462,白嘴斑犀鸟,Palawan Hornbill,Anthracoceros marchei
3463,冠斑犀鸟,Oriental Pied Hornbill,Anthracoceros albirostris
3464,印度冠斑犀鸟,Malabar Pied Hornbill,Anthracoceros coronatus
3465,黑嘴斑犀鸟,Sulu Hornbill,Anthracoceros montani
3466,黑斑犀鸟,Black Hornbill,Anthracoceros malayanus
3467,印度灰犀鸟,Malabar Grey Hornbill,Ocyceros griseus
3468,斯里兰卡灰犀鸟,Sri Lanka Grey Hornbill,Ocyceros gingalensis
3469,灰犀鸟,Indian Grey Hornbill,Ocyceros birostris
3470,锈颊犀鸟,Tickell's Brown Hornbill,Anorrhinus tickelli
3471,白喉犀鸟,Austen's Brown Hornbill,Anorrhinus austeni
3472,凤头犀鸟,Bushy-crested Hornbill,Anorrhinus galeritus
3473,棕颈犀鸟,Rufous-necked Hornbill,Aceros nipalensis
3474,蓝喉皱盔犀鸟,Blyth's Hornbill,Rhyticeros plicatus
3475,拿岛皱盔犀鸟,Narcondam Hornbill,Rhyticeros narcondami
3476,花冠皱盔犀鸟,Wreathed Hornbill,Rhyticeros undulatus
3477,松巴皱盔犀鸟,Sumba Hornbill,Rhyticeros everetti
3478,淡喉皱盔犀鸟,Plain-pouched Hornbill,Rhyticeros subruficollis
3479,苏拉皱盔犀鸟,Knobbed Hornbill,Rhyticeros cassidix
3480,扭嘴犀鸟,Walden's Hornbill,Rhabdotorrhinus waldeni
3481,白头犀鸟,Writhed Hornbill,Rhabdotorrhinus leucocephalus
3482,白颊犀鸟,Sulawesi Hornbill,Rhabdotorrhinus exarhatus
3483,皱盔犀鸟,Wrinkled Hornbill,Rhabdotorrhinus corrugatus
3484,吕宋犀鸟,Luzon Hornbill,Penelopides manillae
3485,民岛犀鸟,Mindoro Hornbill,Penelopides mindorensis
3486,棉岛犀鸟,Mindanao Hornbill,Penelopides affinis
3487,萨岛犀鸟,Samar Hornbill,Penelopides samarensis
